Código;Espacialidades;Índice de Gini 2000;Índice de Gini 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;% de pobres 2010
4311791;Maratá;0,36;0,34;0,697;0,729;0,862;0,54;2,12
3203320;Marataízes;0,61;0,52;0,696;0,676;0,847;0,588;15,65
2920700;Maraú;0,71;0,71;0,593;0,643;0,801;0,404;44,19
4311809;Marau;0,49;0,44;0,774;0,773;0,857;0,699;1,31
2704609;Maravilha;0,59;0,58;0,569;0,539;0,742;0,46;50,79
4210506;Maravilha;0,51;0,45;0,781;0,758;0,886;0,708;2,14
3139706;Maravilhas;0,47;0,39;0,672;0,645;0,845;0,558;9,44
2509057;Marcação;0,57;0,51;0,529;0,525;0,691;0,408;47,34
5105580;Marcelândia;0,57;0,55;0,701;0,7;0,813;0,604;12,32
4311908;Marcelino Ramos;0,56;0,47;0,724;0,735;0,834;0,618;7,35
2407302;Marcelino Vieira;0,63;0,52;0,609;0,571;0,776;0,51;38,87
2920809;Marcionílio Souza;0,63;0,49;0,561;0,518;0,737;0,463;48,41
2307809;Marco;0,6;0,54;0,612;0,564;0,734;0,553;41,45
2205953;Marcolândia;0,6;0,49;0,562;0,578;0,7;0,438;34,66
2206001;Marcos Parente;0,54;0,48;0,59;0,58;0,717;0,494;35,32
3139805;Mar de Espanha;0,55;0,4;0,684;0,694;0,825;0,558;5,73
4114609;Marechal Cândido Rondon;0,56;0,53;0,774;0,782;0,842;0,704;2,15
2704708;Marechal Deodoro;0,59;0,6;0,642;0,641;0,793;0,52;32,01
3203346;Marechal Floriano;0,54;0,48;0,71;0,715;0,849;0,589;6,68
1200351;Marechal Thaumaturgo;0,69;0,59;0,501;0,479;0,726;0,361;63,82
4210555;Marema;0,5;0,41;0,743;0,748;0,862;0,636;2,65
2509107;Mari;0,52;0,46;0,548;0,553;0,692;0,429;38,18
3139904;Maria da Fé;0,59;0,48;0,702;0,646;0,842;0,637;17,14
4114708;Maria Helena;0,45;0,41;0,703;0,68;0,842;0,607;7,43
4114807;Marialva;0,58;0,44;0,735;0,733;0,814;0,666;3,65
3140001;Mariana;0,57;0,51;0,742;0,705;0,874;0,664;11,72
4311981;Mariana Pimentel;0,55;0,46;0,701;0,701;0,866;0,568;6,84
4312005;Mariano Moro;0,61;0,47;0,73;0,763;0,843;0,604;4,8
1712504;Marianópolis do Tocantins;0,59;0,53;0,631;0,63;0,792;0,504;26,53
3528908;Mariápolis;0,43;0,37;0,718;0,684;0,83;0,651;4,75
2704807;Maribondo;0,63;0,49;0,597;0,581;0,751;0,487;34,99
3302700;Maricá;0,54;0,49;0,765;0,761;0,85;0,692;4,88
3140100;Marilac;0,56;0,45;0,615;0,609;0,781;0,488;20,16
3203353;Marilândia;0,49;0,39;0,696;0,668;0,823;0,612;9
4114906;Marilândia do Sul;0,62;0,44;0,691;0,664;0,831;0,599;12,5
4115002;Marilena;0,51;0,36;0,681;0,651;0,828;0,585;6,47
3529005;Marília;0,56;0,5;0,798;0,768;0,854;0,776;4,04
4115101;Mariluz;0,54;0,46;0,639;0,653;0,794;0,504;13,96
4115200;Maringá;0,55;0,49;0,808;0,806;0,852;0,768;1,39
3529104;Marinópolis;0,41;0,43;0,731;0,681;0,825;0,694;3,62
3140159;Mário Campos;0,47;0,46;0,699;0,68;0,833;0,604;11,14
4115309;Mariópolis;0,6;0,48;0,698;0,717;0,804;0,591;6,34
4115358;Maripá;0,48;0,42;0,758;0,736;0,866;0,684;2,11
3140209;Maripá de Minas;0,63;0,38;0,68;0,668;0,847;0,555;5,84
1504422;Marituba;0,52;0,42;0,676;0,621;0,793;0,628;17,02
2509156;Marizópolis;0,48;0,51;0,608;0,582;0,753;0,512;34,8
3140308;Marliéria;0,54;0,4;0,657;0,629;0,838;0,537;13,16
4115408;Marmeleiro;0,53;0,51;0,722;0,73;0,842;0,613;10,53
3140407;Marmelópolis;0,57;0,45;0,65;0,615;0,806;0,553;23,44
4312054;Marques de Souza;0,46;0,42;0,687;0,743;0,849;0,515;3,56
4115457;Marquinho;0,59;0,5;0,614;0,615;0,814;0,463;28,88
3140506;Martinho Campos;0,55;0,44;0,669;0,688;0,844;0,515;9,77
2307908;Martinópole;0,61;0,59;0,599;0,541;0,76;0,522;51,02
3529203;Martinópolis;0,54;0,45;0,721;0,703;0,832;0,641;7,36
2407401;Martins;0,59;0,49;0,622;0,58;0,772;0,538;34,34
3140530;Martins Soares;0,43;0,4;0,635;0,619;0,809;0,512;17,53
2804003;Maruim;0,5;0,48;0,618;0,59;0,781;0,511;31,62
4115507;Marumbi;0,54;0,46;0,721;0,705;0,826;0,643;3,82
2704906;Mar Vermelho;0,57;0,47;0,577;0,54;0,766;0,465;44,07
5212907;Marzagão;0,5;0,46;0,699;0,692;0,822;0,601;5,17
2920908;Mascote;0,53;0,58;0,581;0,567;0,744;0,464;46,08
2308005;Massapê;0,56;0,47;0,616;0,541;0,778;0,554;41,67
2206050;Massapê do Piauí;0,54;0,51;0,525;0,514;0,73;0,386;50,24
2509206;Massaranduba;0,6;0,46;0,567;0,552;0,747;0,441;36,48
4210605;Massaranduba;0,47;0,34;0,774;0,749;0,867;0,714;1,47
4312104;Mata;0,5;0,46;0,656;0,66;0,807;0,529;16,67
2921005;Mata de São João;0,54;0,56;0,668;0,648;0,818;0,562;23,45
2705002;Mata Grande;0,66;0,57;0,504;0,506;0,685;0,369;58,03
3529302;Matão;0,52;0,52;0,773;0,766;0,847;0,713;3,55
2509305;Mataraca;0,5;0,48;0,536;0,533;0,675;0,427;45,29
2106409;Mata Roma;0,64;0,57;0,57;0,483;0,776;0,494;58,31
3140555;Mata Verde;0,52;0,47;0,581;0,581;0,749;0,45;34,59
1712702;Mateiros;0,61;0,52;0,607;0,586;0,823;0,463;34,71
4115606;Matelândia;0,53;0,46;0,725;0,715;0,831;0,642;7,4
3140605;Materlândia;0,58;0,47;0,597;0,557;0,769;0,497;38,1
3140704;Mateus Leme;0,52;0,49;0,704;0,688;0,839;0,604;12,99
3171501;Mathias Lobato;0,56;0,54;0,612;0,596;0,795;0,483;34,68
3140803;Matias Barbosa;0,5;0,49;0,72;0,703;0,862;0,616;10,06
3140852;Matias Cardoso;0,56;0,56;0,616;0,584;0,799;0,501;39,94
2206100;Matias Olímpio;0,57;0,52;0,562;0,521;0,779;0,438;49,64
2921054;Matina;0,6;0,46;0,572;0,538;0,74;0,469;39,62
2106508;Matinha;0,53;0,64;0,619;0,579;0,731;0,56;47,31
2509339;Matinhas;0,48;0,44;0,541;0,531;0,747;0,4;43,67
4115705;Matinhos;0,55;0,48;0,743;0,743;0,834;0,662;6,16
3140902;Matipó;0,55;0,48;0,631;0,63;0,78;0,511;19,71
4312138;Mato Castelhano;0,47;0,56;0,727;0,752;0,839;0,608;5,63
2106607;Matões;0,5;0,56;0,55;0,519;0,739;0,434;54,04
2106631;Matões do Norte;0,54;0,57;0,533;0,452;0,768;0,436;66,06
2509370;Mato Grosso;0,44;0,45;0,565;0,566;0,76;0,419;35,09
4312153;Mato Leitão;0,38;0,36;0,746;0,721;0,853;0,676;6,77
4312179;Mato Queimado;0,55;0,43;0,717;0,702;0,87;0,603;8,84
4115739;Mato Rico;0,61;0,45;0,632;0,58;0,812;0,536;31,49
4210704;Matos Costa;0,6;0,45;0,657;0,63;0,831;0,541;19,28
3141009;Mato Verde;0,6;0,46;0,662;0,604;0,789;0,61;23,96
3141108;Matozinhos;0,5;0,43;0,731;0,69;0,864;0,654;6,75
5212956;Matrinchã;0,49;0,41;0,679;0,651;0,84;0,572;9,1
2705101;Matriz de Camaragibe;0,48;0,46;0,584;0,541;0,777;0,473;39,73
5105606;Matupá;0,62;0,55;0,716;0,706;0,824;0,631;16,03
2509396;Maturéia;0,67;0,51;0,572;0,54;0,73;0,474;45,01
3141207;Matutina;0,48;0,59;0,707;0,744;0,859;0,552;4,53
3529401;Mauá;0,46;0,44;0,766;0,721;0,852;0,733;5,28
4115754;Mauá da Serra;0,59;0,47;0,652;0,661;0,793;0,529;11,73
1302900;Maués;0,66;0,64;0,588;0,549;0,8;0,464;54,17
5213004;Maurilândia;0,44;0,42;0,677;0,682;0,823;0,554;5,55
1712801;Maurilândia do Tocantins;0,59;0,52;0,58;0,542;0,724;0,498;43,96
2308104;Mauriti;0,62;0,56;0,605;0,544;0,772;0,526;48,76
2407500;Maxaranguape;0,48;0,52;0,608;0,582;0,764;0,506;38,32
4312203;Maximiliano de Almeida;0,48;0,44;0,699;0,699;0,825;0,591;9,55
1600402;Mazagão;0,62;0,65;0,592;0,609;0,758;0,449;43,51
3141306;Medeiros;0,53;0,46;0,711;0,722;0,851;0,584;4,78
2921104;Medeiros Neto;0,64;0,53;0,625;0,626;0,777;0,501;27,86
4115804;Medianeira;0,5;0,49;0,763;0,762;0,849;0,686;3,93
1504455;Medicilândia;0,66;0,61;0,582;0,605;0,8;0,408;39,49
3141405;Medina;0,56;0,57;0,624;0,624;0,821;0,475;29,94
4210803;Meleiro;0,64;0,41;0,738;0,734;0,808;0,679;2,12
1504505;Melgaço;0,46;0,55;0,418;0,454;0,776;0,207;73,43
3302809;Mendes;0,53;0,48;0,736;0,707;0,806;0,7;8,63
3141504;Mendes Pimentel;0,6;0,48;0,626;0,617;0,768;0,518;23,99
3529500;Mendonça;0,56;0,36;0,744;0,72;0,863;0,663;2,98
4115853;Mercedes;0,48;0,41;0,74;0,708;0,843;0,68;7,41
3141603;Mercês;0,58;0,58;0,664;0,683;0,831;0,515;18,97
3529609;Meridiano;0,42;0,4;0,731;0,717;0,817;0,667;3,45
2308203;Meruoca;0,57;0,47;0,618;0,559;0,761;0,554;35,68
3529658;Mesópolis;0,45;0,37;0,724;0,674;0,847;0,666;6,84
3141702;Mesquita;0,6;0,46;0,656;0,638;0,796;0,555;19,12
3302858;Mesquita;0,47;0,47;0,737;0,704;0,839;0,678;9,13
2705200;Messias;0,52;0,49;0,568;0,557;0,714;0,46;40,96
2407609;Messias Targino;0,45;0,44;0,644;0,608;0,779;0,565;22,22
2206209;Miguel Alves;0,48;0,6;0,539;0,533;0,742;0,396;55,02
2921203;Miguel Calmon;0,55;0,54;0,586;0,571;0,745;0,472;43,1
2206308;Miguel Leão;0,43;0,52;0,623;0,579;0,782;0,533;42,37
3529708;Miguelópolis;0,57;0,46;0,741;0,712;0,863;0,661;5,41
3302908;Miguel Pereira;0,63;0,55;0,745;0,74;0,828;0,675;7,89
2308302;Milagres;0,61;0,47;0,628;0,561;0,777;0,569;36,4
2921302;Milagres;0,53;0,51;0,622;0,59;0,789;0,518;33,35
2106672;Milagres do Maranhão;0,52;0,54;0,527;0,465;0,764;0,413;64,26
2308351;Milhã;0,54;0,54;0,626;0,56;0,784;0,558;44,12
2206357;Milton Brandão;0,61;0,55;0,508;0,476;0,772;0,357;62,15
5213053;Mimoso de Goiás;0,59;0,58;0,665;0,656;0,825;0,543;23,16
3203403;Mimoso do Sul;0,57;0,49;0,67;0,672;0,827;0,541;13,65
5213087;Minaçu;0,54;0,52;0,707;0,691;0,803;0,637;13,2
2705309;Minador do Negrão;0,48;0,54;0,563;0,541;0,767;0,43;46,98
4312252;Minas do Leão;0,44;0,62;0,681;0,743;0,826;0,514;9
3141801;Minas Novas;0,53;0,5;0,633;0,6;0,802;0,528;28,49
3141900;Minduri;0,59;0,49;0,658;0,631;0,805;0,56;18,74
5213103;Mineiros;0,59;0,55;0,718;0,753;0,84;0,584;6,03
3529807;Mineiros do Tietê;0,48;0,39;0,73;0,719;0,823;0,658;2,69
1101203;Ministro Andreazza;0,66;0,54;0,638;0,647;0,776;0,518;26,14
3142007;Mirabela;0,56;0,48;0,665;0,596;0,794;0,622;29,25
3529906;Miracatu;0,6;0,5;0,697;0,645;0,803;0,655;20,06
3303005;Miracema;0,59;0,5;0,713;0,696;0,805;0,646;12,53
1713205;Miracema do Tocantins;0,55;0,54;0,684;0,675;0,82;0,579;18,53
2106706;Mirador;0,58;0,64;0,545;0,485;0,74;0,451;64,64
4115903;Mirador;0,42;0,4;0,68;0,656;0,8;0,599;10,72
3142106;Miradouro;0,53;0,52;0,663;0,645;0,827;0,546;23,09
3530003;Mira Estrela;0,45;0,43;0,743;0,697;0,806;0,731;9,31
4312302;Miraguaí;0,51;0,66;0,725;0,744;0,837;0,613;17,49
3142205;Miraí;0,54;0,45;0,68;0,663;0,837;0,567;9,96
2308377;Miraíma;0,67;0,64;0,592;0,51;0,778;0,523;64,35
5005608;Miranda;0,78;0,54;0,632;0,638;0,782;0,507;25,34
2106755;Miranda do Norte;0,54;0,47;0,61;0,55;0,751;0,55;38,61
2609303;Mirandiba;0,54;0,58;0,591;0,512;0,769;0,525;58,12
3530102;Mirandópolis;0,52;0,45;0,751;0,732;0,869;0,665;4,47
2921401;Mirangaba;0,51;0,51;0,542;0,512;0,685;0,454;50,34
1713304;Miranorte;0,61;0,48;0,662;0,633;0,804;0,571;20,53
2921450;Mirante;0,52;0,52;0,527;0,524;0,722;0,386;49,79
1101302;Mirante da Serra;0,53;0,6;0,643;0,673;0,8;0,494;24,22
3530201;Mirante do Paranapanema;0,61;0,5;0,724;0,67;0,841;0,674;16,47
4116000;Miraselva;0,49;0,39;0,748;0,694;0,854;0,707;5,6
3530300;Mirassol;0,47;0,43;0,762;0,748;0,846;0,698;2,4
3530409;Mirassolândia;0,4;0,39;0,738;0,704;0,829;0,69;5,31
5105622;Mirassol D'Oeste;0,59;0,55;0,704;0,723;0,816;0,592;9,14
3142254;Miravânia;0,7;0,49;0,593;0,544;0,781;0,492;41,15
4210852;Mirim Doce;0,71;0,39;0,708;0,683;0,821;0,633;7,94
2106805;Mirinzal;0,63;0,51;0,622;0,546;0,756;0,582;43,11
4116059;Missal;0,56;0,45;0,711;0,714;0,828;0,608;8,1
2308401;Missão Velha;0,63;0,57;0,622;0,579;0,754;0,552;44,81
1504604;Mocajuba;0,55;0,58;0,575;0,539;0,754;0,467;56,69
3530508;Mococa;0,53;0,53;0,762;0,756;0,827;0,709;3,78
4210902;Modelo;0,52;0,43;0,76;0,751;0,886;0,659;3,58
3142304;Moeda;0,43;0,43;0,638;0,657;0,8;0,494;11,01
3142403;Moema;0,49;0,38;0,721;0,703;0,848;0,629;2,48
2509404;Mogeiro;0,48;0,5;0,574;0,538;0,732;0,481;44,98
3530607;Mogi das Cruzes;0,57;0,54;0,783;0,762;0,851;0,74;7,06
3530706;Mogi Guaçu;0,51;0,44;0,774;0,74;0,852;0,736;2,94
3530805;Mogi Mirim;0,53;0,49;0,784;0,767;0,879;0,715;3,79
5213400;Moiporá;0,51;0,43;0,696;0,652;0,818;0,632;16,87
2804102;Moita Bonita;0,53;0,44;0,587;0,596;0,792;0,429;29,29
1504703;Moju;0,56;0,63;0,547;0,578;0,757;0,375;45,7
2308500;Mombaça;0,69;0,54;0,582;0,549;0,735;0,489;45,53
3530904;Mombuca;0,61;0,61;0,719;0,746;0,82;0,607;9,83
2106904;Monção;0,61;0,52;0,546;0,499;0,704;0,464;55,01
3531001;Monções;0,46;0,43;0,772;0,731;0,814;0,773;3,79
4211009;Mondaí;0,53;0,4;0,748;0,728;0,875;0,657;6,09
3531100;Mongaguá;0,55;0,5;0,754;0,719;0,854;0,699;9,72
3142502;Monjolos;0,68;0,48;0,65;0,612;0,819;0,548;23,8
2206407;Monsenhor Gil;0,55;0,5;0,615;0,568;0,781;0,524;36,39
2206506;Monsenhor Hipólito;0,58;0,53;0,561;0,591;0,739;0,404;38,61
3142601;Monsenhor Paulo;0,52;0,4;0,721;0,682;0,839;0,654;5,17
2308609;Monsenhor Tabosa;0,58;0,55;0,61;0,545;0,773;0,538;49,73
2509503;Montadas;0,54;0,47;0,59;0,545;0,748;0,505;39,35
3142700;Montalvânia;0,62;0,54;0,613;0,586;0,799;0,492;38,23
3203502;Montanha;0,65;0,52;0,667;0,679;0,816;0,535;14,05
2407708;Montanhas;0,5;0,53;0,557;0,553;0,7;0,447;44,68
4312351;Montauri;0,43;0,35;0,764;0,79;0,852;0,662;0,47
1504802;Monte Alegre;0,6;0,59;0,589;0,541;0,764;0,495;51,73
2407807;Monte Alegre;0,56;0,52;0,609;0,578;0,77;0,507;38,34
5213509;Monte Alegre de Goiás;0,61;0,61;0,615;0,592;0,816;0,481;39,81
3142809;Monte Alegre de Minas;0,56;0,47;0,674;0,699;0,848;0,516;6,63
2804201;Monte Alegre de Sergipe;0,56;0,56;0,553;0,539;0,726;0,431;51,29
2206605;Monte Alegre do Piauí;0,62;0,57;0,578;0,531;0,768;0,474;53,45
4312377;Monte Alegre dos Campos;0,42;0,55;0,65;0,667;0,822;0,501;20,56
3531209;Monte Alegre do Sul;0,5;0,48;0,759;0,752;0,858;0,678;2,59
3531308;Monte Alto;0,5;0,42;0,768;0,746;0,859;0,707;2,07
3531407;Monte Aprazível;0,51;0,5;0,785;0,781;0,861;0,72;1,46
3142908;Monte Azul;0,56;0,51;0,659;0,611;0,811;0,578;29,79
3531506;Monte Azul Paulista;0,59;0,46;0,753;0,733;0,843;0,69;2,13
3143005;Monte Belo;0,46;0,46;0,688;0,677;0,847;0,567;11,62
4312385;Monte Belo do Sul;0,39;0,33;0,752;0,752;0,852;0,663;1,65
4211058;Monte Carlo;0,5;0,45;0,643;0,648;0,804;0,511;12,36
3143104;Monte Carmelo;0,52;0,49;0,728;0,716;0,868;0,62;6,85
3531605;Monte Castelo;0,54;0,38;0,741;0,706;0,814;0,709;4,25
4211108;Monte Castelo;0,56;0,44;0,675;0,641;0,826;0,581;15,25
2407906;Monte das Gameleiras;0,54;0,48;0,598;0,56;0,752;0,509;37,98
1713601;Monte do Carmo;0,54;0,62;0,622;0,608;0,808;0,489;37,4
3143153;Monte Formoso;0,65;0,59;0,541;0,523;0,765;0,396;55,76
2509602;Monte Horebe;0,59;0,54;0,587;0,579;0,755;0,463;40,78
2509701;Monteiro;0,57;0,57;0,628;0,625;0,709;0,558;31,19
3531704;Monteiro Lobato;0,6;0,48;0,71;0,692;0,826;0,627;12,04
2705408;Monteirópolis;0,82;0,49;0,539;0,497;0,71;0,443;56,76
3531803;Monte Mor;0,5;0,44;0,733;0,713;0,863;0,639;6,57
1101401;Monte Negro;0,54;0,47;0,607;0,645;0,762;0,454;20,75
4312401;Montenegro;0,56;0,5;0,755;0,761;0,866;0,654;4,87
2107001;Montes Altos;0,64;0,56;0,575;0,534;0,732;0,486;47,9
2921500;Monte Santo;0,6;0,55;0,506;0,515;0,699;0,359;55,01
3143203;Monte Santo de Minas;0,52;0,42;0,71;0,689;0,874;0,595;3,68
1713700;Monte Santo do Tocantins;0,51;0,48;0,62;0,572;0,76;0,547;35,39
3143302;Montes Claros;0,61;0,53;0,77;0,707;0,868;0,744;11,99
5213707;Montes Claros de Goiás;0,53;0,49;0,707;0,704;0,806;0,622;9,53
3143401;Monte Sião;0,53;0,44;0,724;0,732;0,878;0,59;3,74
3143450;Montezuma;0,66;0,46;0,587;0,587;0,809;0,425;28,77
5213756;Montividiu;0,78;0,49;0,733;0,738;0,827;0,644;4,24
5213772;Montividiu do Norte;0,69;0,55;0,613;0,578;0,816;0,488;40,12
2308708;Morada Nova;0,6;0,52;0,61;0,569;0,758;0,525;39,18
3143500;Morada Nova de Minas;0,52;0,45;0,696;0,688;0,83;0,59;6,84
2308807;Moraújo;0,55;0,51;0,581;0,495;0,768;0,516;58,9
2614303;Moreilândia;0,56;0,54;0,6;0,522;0,768;0,54;53,67
4116109;Moreira Sales;0,53;0,44;0,675;0,673;0,802;0,57;10,16
2609402;Moreno;0,5;0,53;0,652;0,61;0,805;0,564;30,11
4312427;Mormaço;0,48;0,57;0,714;0,735;0,86;0,576;12,34
2921609;Morpará;0,63;0,55;0,558;0,536;0,732;0,444;50,91
4116208;Morretes;0,53;0,53;0,686;0,71;0,837;0,544;10,87
2308906;Morrinhos;0,64;0,54;0,588;0,524;0,76;0,511;54,57
5213806;Morrinhos;0,66;0,49;0,734;0,739;0,862;0,621;2,73
4312443;Morrinhos do Sul;0,5;0,47;0,711;0,72;0,842;0,593;6,08
3531902;Morro Agudo;0,55;0,45;0,712;0,716;0,836;0,604;4,91
5213855;Morro Agudo de Goiás;0,46;0,42;0,695;0,644;0,826;0,63;11,09
2206654;Morro Cabeça no Tempo;0,49;0,58;0,542;0,472;0,774;0,435;60,65
4211207;Morro da Fumaça;0,47;0,36;0,738;0,732;0,825;0,665;2,08
3143609;Morro da Garça;0,57;0,46;0,648;0,619;0,816;0,538;19,13
2921708;Morro do Chapéu;0,61;0,51;0,588;0,554;0,766;0,478;43,04
2206670;Morro do Chapéu do Piauí;0,44;0,53;0,55;0,536;0,742;0,418;46,31
3143708;Morro do Pilar;0,6;0,48;0,597;0,622;0,809;0,422;21,5
4211256;Morro Grande;0,4;0,51;0,701;0,742;0,847;0,548;7,01
4312450;Morro Redondo;0,55;0,51;0,702;0,719;0,864;0,557;9,88
4312476;Morro Reuter;0,43;0,32;0,743;0,733;0,858;0,653;1,19
2107100;Morros;0,63;0,58;0,548;0,485;0,706;0,48;62,65
2921807;Mortugaba;0,58;0,48;0,618;0,598;0,771;0,513;26,65
3532009;Morungaba;0,5;0,41;0,715;0,726;0,802;0,627;6,18
5213905;Mossâmedes;0,65;0,51;0,706;0,696;0,811;0,623;9,19
2408003;Mossoró;0,57;0,52;0,72;0,694;0,811;0,663;12,81
4312500;Mostardas;0,55;0,55;0,664;0,701;0,849;0,493;11,7
3532058;Motuca;0,47;0,45;0,741;0,685;0,859;0,691;14,99
5214002;Mozarlândia;0,79;0,42;0,683;0,684;0,825;0,565;7,21
1504901;Muaná;0,56;0,56;0,547;0,54;0,775;0,391;52,07
1400308;Mucajaí;0,57;0,71;0,665;0,661;0,813;0,547;37,16
2309003;Mucambo;0,6;0,57;0,607;0,565;0,732;0,541;46,25
2921906;Mucugê;0,48;0,53;0,606;0,589;0,787;0,48;35,14
4312609;Muçum;0,46;0,39;0,746;0,757;0,84;0,654;2,5
2922003;Mucuri;0,61;0,57;0,665;0,679;0,801;0,541;22,95
3203601;Mucurici;0,57;0,48;0,666;0,617;0,828;0,577;22,4
4312617;Muitos Capões;0,57;0,5;0,702;0,711;0,873;0,558;8,62
4312625;Muliterno;0,42;0,51;0,689;0,74;0,808;0,547;12,18
2309102;Mulungu;0,61;0,55;0,607;0,551;0,759;0,534;47,55
2509800;Mulungu;0,51;0,49;0,565;0,548;0,778;0,423;43,94
2922052;Mulungu do Morro;0,58;0,49;0,566;0,517;0,753;0,466;49,91
2922102;Mundo Novo;0,56;0,65;0,59;0,606;0,791;0,429;41,77
5005681;Mundo Novo;0,53;0,5;0,686;0,707;0,808;0,565;10,2
5214051;Mundo Novo;0,54;0,47;0,634;0,642;0,812;0,488;17,2
3143807;Munhoz;0,59;0,46;0,647;0,634;0,821;0,52;20,98
4116307;Munhoz de Melo;0,56;0,39;0,726;0,704;0,856;0,634;2,42
2922201;Muniz Ferreira;0,52;0,51;0,617;0,581;0,761;0,531;33,95
3203700;Muniz Freire;0,62;0,51;0,645;0,637;0,821;0,512;25,85
2922250;Muquém de São Francisco;0,58;0,55;0,549;0,488;0,761;0,445;59,01
3203809;Muqui;0,57;0,52;0,694;0,673;0,802;0,619;17,5
3143906;Muriaé;0,55;0,52;0,734;0,731;0,853;0,634;7,03
2804300;Muribeca;0,56;0,49;0,626;0,575;0,771;0,554;34,21
2705507;Murici;0,53;0,48;0,527;0,542;0,685;0,395;42,57
2206696;Murici dos Portelas;0,66;0,6;0,53;0,489;0,777;0,391;59,32
1713957;Muricilândia;0,63;0,54;0,596;0,543;0,745;0,524;47,03
2922300;Muritiba;0,52;0,55;0,66;0,629;0,796;0,573;26,53
3532108;Murutinga do Sul;0,47;0,43;0,726;0,703;0,847;0,643;6,3
2922409;Mutuípe;0,7;0,63;0,601;0,618;0,751;0,467;40,5
3144003;Mutum;0,62;0,49;0,644;0,635;0,822;0,511;22,42
5214101;Mutunópolis;0,51;0,54;0,68;0,668;0,806;0,584;15,74
3144102;Muzambinho;0,56;0,46;0,74;0,723;0,859;0,652;5,16
3144201;Nacip Raydan;0,54;0,6;0,585;0,64;0,831;0,377;30,08
3532157;Nantes;0,49;0,35;0,714;0,655;0,79;0,702;5,19
3144300;Nanuque;0,65;0,5;0,701;0,666;0,85;0,609;14,89
4312658;Não-Me-Toque;0,57;0,5;0,765;0,784;0,847;0,673;2,2
3144359;Naque;0,51;0,43;0,675;0,632;0,822;0,592;17,38
3532207;Narandiba;0,54;0,36;0,718;0,659;0,839;0,67;5,34
2408102;Natal;0,63;0,61;0,763;0,768;0,835;0,694;10,5
3144375;Natalândia;0,56;0,4;0,671;0,641;0,846;0,557;13,4
3144409;Natércia;0,6;0,4;0,693;0,677;0,805;0,612;8,16
1714203;Natividade;0,6;0,59;0,673;0,646;0,847;0,556;30,66
3303104;Natividade;0,58;0,52;0,73;0,707;0,806;0,683;10,15
3532306;Natividade da Serra;0,52;0,51;0,655;0,664;0,814;0,52;21,55
2509909;Natuba;0,52;0,54;0,541;0,516;0,71;0,432;54,86
4211306;Navegantes;0,46;0,41;0,736;0,731;0,873;0,624;5,19
5005707;Naviraí;0,54;0,47;0,7;0,715;0,803;0,597;6,88
1714302;Nazaré;0,56;0,52;0,643;0,584;0,792;0,576;32,26
2922508;Nazaré;0,55;0,61;0,641;0,637;0,777;0,532;34,19
2609501;Nazaré da Mata;0,55;0,49;0,662;0,608;0,789;0,604;26,63
2206704;Nazaré do Piauí;0,57;0,56;0,576;0,531;0,707;0,51;50,25
3144508;Nazareno;0,48;0,47;0,69;0,662;0,83;0,597;14,17
3532405;Nazaré Paulista;0,55;0,45;0,678;0,681;0,818;0,559;9,79
2510006;Nazarezinho;0,56;0,52;0,562;0,528;0,747;0,449;48,25
2206720;Nazária;0,51;0,5;0,602;0,546;0,78;0,512;43,64
5214408;Nazário;0,55;0,49;0,71;0,702;0,808;0,631;8,37
2804409;Neópolis;0,63;0,55;0,589;0,575;0,702;0,505;40,49
3144607;Nepomuceno;0,57;0,44;0,667;0,658;0,822;0,549;12,71
5214507;Nerópolis;0,54;0,42;0,721;0,681;0,82;0,671;7,7
3532504;Neves Paulista;0,48;0,4;0,754;0,737;0,823;0,707;1,35
1303007;Nhamundá;0,55;0,65;0,586;0,513;0,779;0,503;62,76
3532603;Nhandeara;0,51;0,49;0,751;0,755;0,835;0,672;3,64
4312674;Nicolau Vergueiro;0,48;0,52;0,753;0,772;0,839;0,66;6,97
2922607;Nilo Peçanha;0,5;0,52;0,547;0,531;0,762;0,404;48,88
3303203;Nilópolis;0,46;0,45;0,753;0,731;0,817;0,716;5,15
2107209;Nina Rodrigues;0,56;0,62;0,585;0,474;0,774;0,547;66,3
3144656;Ninheira;0,5;0,52;0,556;0,525;0,784;0,418;47,71
5005806;Nioaque;0,58;0,58;0,639;0,658;0,822;0,483;27,53
3532702;Nipoã;0,46;0,37;0,713;0,701;0,814;0,636;5,13
5214606;Niquelândia;0,62;0,53;0,715;0,709;0,806;0,64;11,25
2408201;Nísia Floresta;0,58;0,53;0,622;0,601;0,773;0,518;34,43
3303302;Niterói;0,58;0,59;0,837;0,887;0,854;0,773;3,34
5105903;Nobres;0,53;0,46;0,699;0,675;0,827;0,611;11,98
4312708;Nonoai;0,62;0,5;0,702;0,703;0,833;0,591;12,04
2922656;Nordestina;0,5;0,54;0,56;0,507;0,743;0,467;54,61
1400407;Normandia;0,81;0,7;0,594;0,52;0,801;0,502;64,43
5106000;Nortelândia;0,47;0,43;0,702;0,653;0,793;0,668;15,73
2804458;Nossa Senhora Aparecida;0,54;0,56;0,577;0,577;0,774;0,43;45,52
2804508;Nossa Senhora da Glória;0,64;0,52;0,587;0,591;0,75;0,456;34,64
