Código;Espacialidades;Índice de Gini 2000;Índice de Gini 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;% de pobres 2010
2507408;Jericó;0,52;0,51;0,603;0,577;0,798;0,476;33,33
3525409;Jeriquara;0,51;0,42;0,703;0,68;0,814;0,628;8,05
3203106;Jerônimo Monteiro;0,56;0,54;0,698;0,685;0,844;0,589;14,62
2205300;Jerumenha;0,53;0,49;0,591;0,569;0,787;0,461;34,55
3135902;Jesuânia;0,55;0,5;0,658;0,675;0,831;0,507;10,43
4112751;Jesuítas;0,62;0,42;0,705;0,68;0,839;0,615;9,58
5212055;Jesúpolis;0,49;0,45;0,649;0,642;0,814;0,522;14,29
2307254;Jijoca de Jericoacoara;0,65;0,59;0,652;0,614;0,723;0,625;36,4
1100122;Ji-Paraná;0,59;0,53;0,714;0,728;0,81;0,617;8,56
2918209;Jiquiriçá;0,49;0,5;0,553;0,558;0,763;0,397;42,59
2918308;Jitaúna;0,6;0,51;0,575;0,563;0,704;0,479;42,15
4209003;Joaçaba;0,57;0,54;0,827;0,823;0,891;0,771;2,61
3136009;Joaíma;0,69;0,53;0,587;0,572;0,789;0,448;39,5
3136108;Joanésia;0,52;0,49;0,626;0,616;0,803;0,495;26,46
3525508;Joanópolis;0,51;0,43;0,699;0,707;0,824;0,585;6,28
2608107;João Alfredo;0,55;0,49;0,576;0,569;0,72;0,466;37,34
2405801;João Câmara;0,59;0,56;0,595;0,6;0,724;0,484;35,99
2205359;João Costa;0,5;0,49;0,561;0,51;0,752;0,46;50,7
2405900;João Dias;0,59;0,55;0,53;0,495;0,771;0,39;56,29
2918357;João Dourado;0,53;0,52;0,593;0,573;0,709;0,513;40,96
2105500;João Lisboa;0,53;0,44;0,641;0,585;0,785;0,573;27,23
3136207;João Monlevade;0,52;0,49;0,758;0,724;0,849;0,708;6,46
3203130;João Neiva;0,5;0,53;0,753;0,751;0,857;0,663;6,98
2507507;João Pessoa;0,62;0,62;0,763;0,77;0,832;0,693;11,59
3136306;João Pinheiro;0,57;0,49;0,697;0,683;0,788;0,63;12,24
3525607;João Ramalho;0,48;0,42;0,741;0,701;0,818;0,71;7,16
3136405;Joaquim Felício;0,58;0,53;0,637;0,642;0,824;0,489;20,21
2703809;Joaquim Gomes;0,55;0,5;0,531;0,509;0,764;0,386;50,96
2608206;Joaquim Nabuco;0,55;0,48;0,554;0,561;0,676;0,449;36,26
2205409;Joaquim Pires;0,54;0,6;0,522;0,485;0,765;0,384;62,62
4112801;Joaquim Távora;0,49;0,43;0,7;0,699;0,801;0,613;4,01
2205458;Joca Marques;0,52;0,57;0,504;0,501;0,726;0,353;58,72
4311155;Jóia;0,59;0,53;0,686;0,671;0,841;0,572;18,88
4209102;Joinville;0,54;0,49;0,809;0,795;0,889;0,749;1,67
3136504;Jordânia;0,58;0,51;0,628;0,613;0,797;0,506;27,06
1200328;Jordão;0,72;0,71;0,469;0,499;0,731;0,283;69,69
4209151;José Boiteux;0,57;0,44;0,694;0,689;0,841;0,578;13,78
3525706;José Bonifácio;0,56;0,45;0,777;0,752;0,869;0,717;1,18
2406007;José da Penha;0,62;0,47;0,608;0,583;0,788;0,489;31,13
2205508;José de Freitas;0,52;0,57;0,618;0,591;0,781;0,512;37,18
3136520;José Gonçalves de Minas;0,38;0,41;0,632;0,597;0,764;0,553;21,85
2105609;Joselândia;0,58;0,57;0,561;0,533;0,743;0,445;53,44
3136579;Josenópolis;0,6;0,45;0,564;0,541;0,782;0,424;37,92
3136553;José Raydan;0,64;0,48;0,617;0,596;0,799;0,493;29,47
5212105;Joviânia;0,68;0,48;0,706;0,714;0,827;0,595;6,37
5105101;Juara;0,61;0,49;0,682;0,699;0,836;0,543;10,64
2507606;Juarez Távora;0,46;0,48;0,579;0,544;0,768;0,465;42,08
1711803;Juarina;0,62;0,52;0,584;0,563;0,742;0,478;39,81
3136652;Juatuba;0,53;0,47;0,717;0,67;0,849;0,649;12,24
2507705;Juazeirinho;0,5;0,51;0,567;0,557;0,753;0,435;40,72
2918407;Juazeiro;0,62;0,56;0,677;0,657;0,796;0,594;21,56
2307304;Juazeiro do Norte;0,6;0,54;0,694;0,644;0,81;0,642;23,43
2205516;Juazeiro do Piauí;0,57;0,51;0,57;0,522;0,753;0,47;47,16
2307403;Jucás;0,59;0,49;0,598;0,541;0,772;0,511;44,11
2608255;Jucati;0,53;0,5;0,55;0,541;0,681;0,451;44,61
2918456;Jucuruçu;0,6;0,54;0,541;0,508;0,751;0,415;53,18
2406106;Jucurutu;0,56;0,46;0,601;0,583;0,755;0,492;29,48
5105150;Juína;0,6;0,58;0,716;0,733;0,845;0,593;10,48
3136702;Juiz de Fora;0,57;0,56;0,778;0,784;0,844;0,711;5,48
2205524;Júlio Borges;0,59;0,53;0,582;0,5;0,777;0,508;54,96
4311205;Júlio de Castilhos;0,59;0,59;0,716;0,733;0,833;0,602;12,13
3525805;Júlio Mesquita;0,55;0,41;0,716;0,659;0,813;0,686;11,22
3525854;Jumirim;0,4;0,39;0,741;0,721;0,863;0,655;3,46
2105658;Junco do Maranhão;0,5;0,52;0,552;0,55;0,69;0,443;47,05
2507804;Junco do Seridó;0,49;0,47;0,617;0,571;0,715;0,576;33,64
2406155;Jundiá;0,52;0,44;0,595;0,552;0,775;0,492;36,66
2703908;Jundiá;0,49;0,54;0,562;0,573;0,715;0,434;38,28
3525904;Jundiaí;0,53;0,53;0,822;0,834;0,866;0,768;1,87
4112900;Jundiaí do Sul;0,71;0,5;0,688;0,66;0,817;0,605;16,26
2704005;Junqueiro;0,63;0,57;0,575;0,586;0,714;0,454;40,18
3526001;Junqueirópolis;0,52;0,43;0,745;0,727;0,86;0,662;3,76
2608305;Jupi;0,61;0,5;0,575;0,56;0,698;0,487;41,93
4209177;Jupiá;0,61;0,55;0,719;0,708;0,862;0,61;14,26
3526100;Juquiá;0,62;0,49;0,7;0,654;0,823;0,637;18,23
3526209;Juquitiba;0,51;0,49;0,709;0,68;0,791;0,662;9,97
3136801;Juramento;0,45;0,43;0,669;0,601;0,808;0,617;20,77
4112959;Juranda;0,59;0,44;0,708;0,678;0,818;0,639;8,63
2205532;Jurema;0,53;0,54;0,555;0,511;0,767;0,435;52,7
2608404;Jurema;0,6;0,51;0,509;0,522;0,681;0,372;48,57
2507903;Juripiranga;0,53;0,53;0,548;0,544;0,677;0,448;46,18
2508000;Juru;0,58;0,51;0,57;0,552;0,758;0,443;41,84
1302207;Juruá;0,73;0,6;0,522;0,538;0,704;0,376;56,2
3136900;Juruaia;0,44;0,64;0,723;0,794;0,86;0,553;3,45
5105176;Juruena;0,49;0,44;0,662;0,647;0,797;0,563;16,58
1503903;Juruti;0,61;0,59;0,592;0,547;0,756;0,501;49,58
5105200;Juscimeira;0,6;0,43;0,714;0,678;0,842;0,637;9,91
2918506;Jussara;0,57;0,52;0,571;0,544;0,72;0,476;45,97
4113007;Jussara;0,42;0,46;0,718;0,716;0,835;0,619;4,05
5212204;Jussara;0,57;0,66;0,743;0,768;0,842;0,635;7,46
2918555;Jussari;0,47;0,51;0,567;0,577;0,699;0,451;37,14
2918605;Jussiape;0,48;0,46;0,602;0,6;0,736;0,493;24,82
1302306;Jutaí;0,8;0,69;0,516;0,528;0,766;0,34;62,09
5005152;Juti;0,61;0,51;0,623;0,646;0,77;0,485;22,95
3136959;Juvenília;0,56;0,53;0,592;0,535;0,776;0,501;47,28
4113106;Kaloré;0,47;0,4;0,721;0,673;0,848;0,657;8,32
1302405;Lábrea;0,66;0,59;0,531;0,538;0,744;0,374;52,41
4209201;Lacerdópolis;0,52;0,39;0,781;0,763;0,883;0,708;1,16
3137007;Ladainha;0,53;0,56;0,541;0,537;0,754;0,391;50,74
5005202;Ladário;0,59;0,52;0,704;0,687;0,822;0,618;17,13
2918704;Lafaiete Coutinho;0,51;0,51;0,599;0,576;0,771;0,483;38,48
3137106;Lagamar;0,51;0,5;0,718;0,692;0,839;0,637;9,36
2803500;Lagarto;0,55;0,5;0,625;0,613;0,775;0,515;28,14
4209300;Lages;0,6;0,54;0,77;0,755;0,867;0,697;6,24
2508109;Lagoa;0,53;0,45;0,563;0,533;0,747;0,448;42,27
2205557;Lagoa Alegre;0,51;0,53;0,55;0,538;0,728;0,425;50,1
4311239;Lagoa Bonita do Sul;0,4;0,43;0,67;0,696;0,801;0,539;8,94
2704104;Lagoa da Canoa;0,5;0,51;0,552;0,541;0,703;0,443;47,44
1711902;Lagoa da Confusão;0,66;0,51;0,627;0,63;0,787;0,496;24,83
2406205;Lagoa D'Anta;0,59;0,54;0,601;0,58;0,739;0,507;41,93
3137205;Lagoa da Prata;0,52;0,45;0,732;0,72;0,832;0,655;4,63
2508208;Lagoa de Dentro;0,49;0,52;0,57;0,539;0,772;0,444;46,93
2608503;Lagoa de Itaenga;0,5;0,45;0,602;0,555;0,774;0,509;37,41
2406304;Lagoa de Pedras;0,57;0,52;0,553;0,529;0,734;0,436;49,61
2205573;Lagoa de São Francisco;0,54;0,53;0,529;0,499;0,743;0,4;55,25
2406403;Lagoa de Velhos;0,53;0,42;0,589;0,566;0,789;0,458;33,11
2205565;Lagoa do Barro do Piauí;0,62;0,59;0,502;0,474;0,744;0,358;62,64
2608453;Lagoa do Carro;0,55;0,45;0,609;0,566;0,789;0,505;32,8
2105922;Lagoa do Mato;0,68;0,52;0,566;0,525;0,726;0,475;48,76
2608602;Lagoa do Ouro;0,61;0,51;0,525;0,536;0,733;0,369;48,01
2205581;Lagoa do Piauí;0,52;0,47;0,583;0,548;0,778;0,464;36,76
2608701;Lagoa dos Gatos;0,6;0,5;0,551;0,555;0,725;0,416;41,7
2205599;Lagoa do Sítio;0,62;0,55;0,541;0,504;0,745;0,421;55,53
3137304;Lagoa dos Patos;0,43;0,44;0,634;0,593;0,773;0,556;24,57
4311270;Lagoa dos Três Cantos;0,5;0,43;0,789;0,765;0,852;0,754;3,78
1711951;Lagoa do Tocantins;0,66;0,6;0,579;0,543;0,758;0,471;52,69
3137403;Lagoa Dourada;0,56;0,53;0,676;0,672;0,828;0,554;18,33
3137502;Lagoa Formosa;0,48;0,49;0,703;0,717;0,832;0,582;5,61
2608750;Lagoa Grande;0,59;0,52;0,597;0,581;0,705;0,52;32,76
3137536;Lagoa Grande;0,51;0,5;0,679;0,678;0,812;0,568;12,74
2105963;Lagoa Grande do Maranhão;0,52;0,54;0,502;0,48;0,731;0,36;60,75
2406502;Lagoa Nova;0,62;0,5;0,585;0,542;0,764;0,483;44,26
4311254;Lagoão;0,51;0,43;0,643;0,641;0,822;0,505;16,01
2918753;Lagoa Real;0,47;0,48;0,545;0,535;0,764;0,395;43,89
2406601;Lagoa Salgada;0,56;0,54;0,582;0,551;0,771;0,464;43,02
3137601;Lagoa Santa;0,54;0,58;0,777;0,79;0,857;0,693;4,37
5212253;Lagoa Santa;0,44;0,52;0,74;0,733;0,868;0,638;3,81
2508307;Lagoa Seca;0,53;0,54;0,627;0,621;0,769;0,516;31,8
4311304;Lagoa Vermelha;0,56;0,5;0,738;0,734;0,885;0,62;7,19
2105708;Lago da Pedra;0,61;0,55;0,589;0,561;0,724;0,502;43,06
2105807;Lago do Junco;0,55;0,6;0,581;0,537;0,741;0,492;55,4
2105948;Lago dos Rodrigues;0,49;0,47;0,602;0,555;0,737;0,534;39,36
3526308;Lagoinha;0,52;0,48;0,693;0,686;0,797;0,609;9,07
2205540;Lagoinha do Piauí;0,5;0,53;0,597;0,561;0,776;0,488;44,29
2105906;Lago Verde;0,56;0,51;0,557;0,508;0,731;0,466;53,97
4209409;Laguna;0,52;0,44;0,752;0,715;0,871;0,682;5,27
5005251;Laguna Carapã;0,66;0,53;0,672;0,676;0,822;0,545;21,84
2918803;Laje;0,54;0,51;0,586;0,548;0,764;0,48;43,59
1712009;Lajeado;0,5;0,58;0,675;0,673;0,798;0,573;21,81
4311403;Lajeado;0,5;0,46;0,778;0,796;0,84;0,704;1,96
4311429;Lajeado do Bugre;0,43;0,49;0,613;0,604;0,822;0,465;32,58
4209458;Lajeado Grande;0,42;0,44;0,771;0,75;0,858;0,712;4,85
2105989;Lajeado Novo;0,52;0,6;0,589;0,561;0,738;0,494;48,2
2918902;Lajedão;0,61;0,58;0,632;0,652;0,778;0,497;21,7
2919009;Lajedinho;0,51;0,56;0,546;0,522;0,753;0,413;56,72
2608800;Lajedo;0,58;0,5;0,611;0,599;0,758;0,503;33,28
2919058;Lajedo do Tabocal;0,54;0,46;0,584;0,545;0,764;0,479;45,4
3302304;Laje do Muriaé;0,49;0,46;0,668;0,649;0,8;0,575;14,7
2406700;Lajes;0,51;0,49;0,624;0,578;0,756;0,557;33,77
2406809;Lajes Pintadas;0,57;0,45;0,625;0,559;0,769;0,568;36,87
3137700;Lajinha;0,53;0,51;0,661;0,659;0,81;0,541;17,51
2919108;Lamarão;0,51;0,5;0,518;0,501;0,747;0,372;53,56
3137809;Lambari;0,57;0,48;0,711;0,693;0,871;0,596;10,21
5105234;Lambari D'Oeste;0,51;0,48;0,627;0,67;0,787;0,467;10
3137908;Lamim;0,44;0,46;0,655;0,623;0,828;0,546;25,13
2205607;Landri Sales;0,58;0,54;0,584;0,563;0,738;0,48;41,99
4113205;Lapa;0,61;0,49;0,706;0,696;0,848;0,595;10,59
2919157;Lapão;0,61;0,52;0,596;0,55;0,755;0,51;47,08
3203163;Laranja da Terra;0,54;0,47;0,656;0,633;0,81;0,55;23,68
3138005;Laranjal;0,53;0,49;0,714;0,694;0,857;0,613;8,34
4113254;Laranjal;0,6;0,49;0,585;0,581;0,79;0,436;31,17
1600279;Laranjal do Jari;0,57;0,55;0,665;0,641;0,801;0,573;24,49
3526407;Laranjal Paulista;0,53;0,41;0,729;0,732;0,829;0,639;3,1
2803609;Laranjeiras;0,51;0,49;0,642;0,589;0,772;0,582;31,34
4113304;Laranjeiras do Sul;0,58;0,54;0,706;0,709;0,835;0,594;14,43
3138104;Lassance;0,58;0,45;0,629;0,614;0,795;0,511;22,5
2508406;Lastro;0,45;0,44;0,533;0,532;0,747;0,38;38,53
4209508;Laurentino;0,52;0,36;0,749;0,742;0,855;0,662;1,7
2919207;Lauro de Freitas;0,67;0,63;0,754;0,781;0,827;0,663;11,45
4209607;Lauro Muller;0,45;0,37;0,735;0,714;0,822;0,677;3,13
1712157;Lavandeira;0,55;0,51;0,66;0,598;0,775;0,62;35,15
3526506;Lavínia;0,5;0,38;0,721;0,698;0,82;0,655;4,57
3138203;Lavras;0,57;0,5;0,782;0,757;0,88;0,719;4,35
2307502;Lavras da Mangabeira;0,59;0,6;0,613;0,576;0,778;0,515;46,26
4311502;Lavras do Sul;0,58;0,5;0,699;0,683;0,868;0,577;11,8
3526605;Lavrinhas;0,51;0,55;0,729;0,665;0,823;0,707;20,14
3138302;Leandro Ferreira;0,46;0,46;0,71;0,707;0,875;0,579;6,61
4209706;Lebon Régis;0,56;0,45;0,649;0,632;0,806;0,537;19,27
3526704;Leme;0,52;0,48;0,744;0,729;0,851;0,665;5,09
3138351;Leme do Prado;0,49;0,4;0,67;0,602;0,779;0,64;21,71
2919306;Lençóis;0,6;0,61;0,623;0,613;0,775;0,51;39,34
3526803;Lençóis Paulista;0,51;0,43;0,764;0,743;0,837;0,717;2,73
4209805;Leoberto Leal;0,49;0,49;0,686;0,74;0,818;0,533;7,03
3138401;Leopoldina;0,55;0,5;0,726;0,696;0,867;0,635;10,91
5212303;Leopoldo de Bulhões;0,52;0,44;0,659;0,665;0,812;0,529;11,22
4113403;Leópolis;0,55;0,39;0,707;0,657;0,812;0,663;7,68
4311601;Liberato Salzano;0,52;0,43;0,685;0,68;0,81;0,583;10,29
3138500;Liberdade;0,55;0,59;0,672;0,679;0,834;0,537;17,73
2919405;Licínio de Almeida;0,66;0,45;0,621;0,582;0,775;0,531;29,59
4113429;Lidianópolis;0,54;0,4;0,68;0,657;0,802;0,598;10,61
2106003;Lima Campos;0,54;0,56;0,581;0,578;0,705;0,481;40,87
3138609;Lima Duarte;0,54;0,59;0,71;0,705;0,861;0,59;14,08
3526902;Limeira;0,52;0,48;0,775;0,761;0,852;0,719;3,25
3138625;Limeira do Oeste;0,54;0,46;0,71;0,693;0,834;0,62;10,96
2608909;Limoeiro;0,54;0,51;0,663;0,628;0,797;0,583;24,77
2704203;Limoeiro de Anadia;0,57;0,64;0,58;0,575;0,742;0,457;47,66
1504000;Limoeiro do Ajuru;0,49;0,58;0,541;0,493;0,754;0,425;63,67
2307601;Limoeiro do Norte;0,56;0,49;0,682;0,633;0,804;0,623;21,09
4113452;Lindoeste;0,54;0,5;0,666;0,652;0,769;0,588;16,43
3527009;Lindóia;0,47;0,4;0,742;0,722;0,864;0,654;1,79
4209854;Lindóia do Sul;0,65;0,43;0,743;0,747;0,865;0,636;4,68
4311627;Lindolfo Collor;0,33;0,37;0,712;0,712;0,842;0,601;3,27
4311643;Linha Nova;0,34;0,36;0,749;0,751;0,846;0,662;1,15
3203205;Linhares;0,6;0,52;0,724;0,721;0,834;0,63;10,78
3527108;Lins;0,56;0,45;0,786;0,762;0,869;0,733;2,89
2508505;Livramento;0,58;0,5;0,566;0,523;0,732;0,473;48,84
2919504;Livramento de Nossa Senhora;0,57;0,52;0,611;0,587;0,793;0,491;35,73
1712405;Lizarda;0,58;0,74;0,57;0,584;0,765;0,415;59,39
4113502;Loanda;0,5;0,47;0,725;0,724;0,815;0,645;5,36
4113601;Lobato;0,52;0,38;0,744;0,708;0,841;0,692;2,57
2508554;Logradouro;0,55;0,42;0,583;0,544;0,776;0,47;38,52
4113700;Londrina;0,57;0,51;0,778;0,789;0,837;0,712;3,27
3138658;Lontra;0,54;0,5;0,646;0,589;0,794;0,577;30,93
4209904;Lontras;0,44;0,37;0,704;0,735;0,82;0,579;2,79
3527207;Lorena;0,54;0,52;0,766;0,736;0,856;0,713;8,5
2106102;Loreto;0,65;0,54;0,582;0,516;0,771;0,495;49,97
3527256;Lourdes;0,47;0,37;0,742;0,697;0,816;0,717;6,1
3527306;Louveira;0,47;0,5;0,777;0,783;0,861;0,697;0,93
5105259;Lucas do Rio Verde;0,53;0,46;0,768;0,766;0,833;0,71;2,64
3527405;Lucélia;0,53;0,46;0,752;0,728;0,841;0,695;4,1
2508604;Lucena;0,55;0,55;0,583;0,577;0,734;0,469;42,91
3527504;Lucianópolis;0,42;0,51;0,733;0,736;0,809;0,662;2,62
5105309;Luciara;0,56;0,43;0,676;0,617;0,788;0,634;16,54
2406908;Lucrécia;0,56;0,62;0,646;0,624;0,785;0,551;37,17
3527603;Luís Antônio;0,51;0,42;0,731;0,709;0,822;0,671;4,87
3138674;Luisburgo;0,6;0,52;0,608;0,61;0,809;0,455;32,91
2205706;Luís Correia;0,59;0,59;0,541;0,544;0,73;0,398;50,3
2106201;Luís Domingues;0,6;0,6;0,588;0,541;0,734;0,512;53,38
2919553;Luís Eduardo Magalhães;0,63;0,62;0,716;0,754;0,826;0,59;10,52
2407005;Luís Gomes;0,59;0,55;0,608;0,545;0,776;0,531;46,87
3138682;Luislândia;0,44;0,57;0,614;0,568;0,799;0,509;45,13
4210001;Luiz Alves;0,65;0,44;0,737;0,766;0,87;0,6;1,67
4113734;Luiziana;0,54;0,48;0,668;0,659;0,781;0,58;11,45
3527702;Luiziânia;0,46;0,35;0,702;0,682;0,815;0,623;2,18
3138708;Luminárias;0,64;0,41;0,678;0,656;0,821;0,578;9,89
4113759;Lunardelli;0,49;0,46;0,69;0,655;0,826;0,607;13,33
3527801;Lupércio;0,44;0,4;0,724;0,679;0,83;0,674;5,33
4113809;Lupionópolis;0,56;0,48;0,71;0,703;0,856;0,595;5,9
3527900;Lutécia;0,48;0,42;0,72;0,67;0,846;0,659;8,28
3138807;Luz;0,67;0,5;0,724;0,723;0,833;0,63;5,62
4210035;Luzerna;0,5;0,43;0,789;0,781;0,877;0,718;0,85
5212501;Luziânia;0,56;0,5;0,701;0,689;0,831;0,602;11,85
2205805;Luzilândia;0,56;0,51;0,545;0,55;0,7;0,42;42,96
1712454;Luzinópolis;0,62;0,49;0,639;0,593;0,726;0,605;29,21
3302403;Macaé;0,56;0,56;0,764;0,792;0,828;0,681;4,63
2407104;Macaíba;0,55;0,5;0,64;0,613;0,784;0,545;26,57
2919603;Macajuba;0,59;0,55;0,524;0,515;0,78;0,358;54,31
4311718;Maçambará;0,66;0,5;0,684;0,664;0,832;0,58;13,49
2803708;Macambira;0,5;0,43;0,583;0,573;0,728;0,474;33,44
1600303;Macapá;0,6;0,59;0,733;0,723;0,82;0,663;18,15
2609006;Macaparana;0,54;0,51;0,609;0,571;0,778;0,508;38,14
2919702;Macarani;0,52;0,46;0,605;0,607;0,782;0,466;23,98
3528007;Macatuba;0,45;0,55;0,77;0,763;0,859;0,697;2,69
2407203;Macau;0,48;0,5;0,665;0,65;0,792;0,572;18,75
3528106;Macaubal;0,5;0,43;0,743;0,72;0,844;0,676;2,74
2919801;Macaúbas;0,64;0,55;0,609;0,557;0,791;0,513;44,17
3528205;Macedônia;0,44;0,42;0,74;0,705;0,852;0,675;3,91
2704302;Maceió;0,66;0,63;0,721;0,739;0,799;0,635;15,57
3138906;Machacalis;0,53;0,48;0,64;0,607;0,783;0,552;25,28
4311700;Machadinho;0,5;0,5;0,692;0,711;0,807;0,577;13,51
1100130;Machadinho D'Oeste;0,61;0,55;0,596;0,629;0,755;0,446;28,55
3139003;Machado;0,57;0,51;0,715;0,719;0,848;0,6;7,62
2609105;Machados;0,57;0,48;0,578;0,541;0,767;0,466;42,83
4210050;Macieira;0,74;0,39;0,662;0,675;0,806;0,533;6,53
3302452;Macuco;0,52;0,5;0,703;0,687;0,801;0,631;13,88
2919900;Macururé;0,53;0,55;0,604;0,547;0,748;0,539;47,59
2307635;Madalena;0,58;0,58;0,61;0,536;0,778;0,545;49,8
2205854;Madeiro;0,47;0,53;0,563;0,472;0,772;0,489;59,37
2919926;Madre de Deus;0,51;0,54;0,708;0,67;0,794;0,667;22,34
3139102;Madre de Deus de Minas;0,53;0,51;0,699;0,667;0,856;0,598;16,79
2508703;Mãe D'Água;0,51;0,5;0,542;0,52;0,712;0,429;46,84
1504059;Mãe do Rio;0,59;0,58;0,599;0,615;0,763;0,458;35,53
2919959;Maetinga;0,51;0,46;0,538;0,565;0,751;0,368;33,28
4210100;Mafra;0,49;0,49;0,777;0,738;0,88;0,723;5,4
1504109;Magalhães Barata;0,66;0,54;0,597;0,524;0,801;0,507;50,81
2106300;Magalhães de Almeida;0,64;0,59;0,567;0,502;0,729;0,499;57,66
3528304;Magda;0,52;0,44;0,753;0,724;0,823;0,717;4,28
3302502;Magé;0,5;0,49;0,709;0,685;0,832;0,626;12,19
2920007;Maiquinique;0,49;0,46;0,576;0,586;0,69;0,472;27,36
2920106;Mairi;0,52;0,5;0,572;0,575;0,744;0,438;39,5
3528403;Mairinque;0,49;0,44;0,743;0,721;0,831;0,684;5,48
3528502;Mairiporã;0,62;0,56;0,788;0,767;0,881;0,723;5,74
5212600;Mairipotaba;0,55;0,66;0,745;0,748;0,854;0,648;12,39
4210209;Major Gercino;0,42;0,52;0,698;0,738;0,818;0,563;8,26
2704401;Major Isidoro;0,55;0,54;0,566;0,566;0,755;0,424;45,15
2407252;Major Sales;0,48;0,51;0,617;0,573;0,774;0,529;37,65
4210308;Major Vieira;0,66;0,46;0,69;0,653;0,817;0,617;17,28
3139201;Malacacheta;0,66;0,53;0,618;0,609;0,768;0,505;34,45
2920205;Malhada;0,52;0,49;0,562;0,532;0,734;0,454;44,63
2920304;Malhada de Pedras;0,6;0,48;0,578;0,549;0,747;0,471;39,63
2803807;Malhada dos Bois;0,48;0,46;0,599;0,56;0,722;0,531;36,58
2803906;Malhador;0,53;0,45;0,587;0,587;0,781;0,442;31,69
4113908;Mallet;0,59;0,46;0,708;0,681;0,809;0,645;12,45
2508802;Malta;0,56;0,58;0,642;0,62;0,8;0,533;32,54
2508901;Mamanguape;0,54;0,52;0,585;0,585;0,756;0,453;37,04
5212709;Mambaí;0,52;0,53;0,626;0,61;0,816;0,494;27,71
4114005;Mamborê;0,56;0,49;0,719;0,698;0,821;0,649;12,64
3139250;Mamonas;0,53;0,45;0,618;0,565;0,779;0,537;32,8
4311734;Mampituba;0,48;0,46;0,649;0,65;0,813;0,517;16,34
1302504;Manacapuru;0,57;0,56;0,614;0,604;0,795;0,481;35,47
2509008;Manaíra;0,54;0,53;0,543;0,537;0,698;0,426;47,91
1302553;Manaquiri;0,63;0,57;0,596;0,556;0,748;0,51;50,5
2609154;Manari;0,71;0,54;0,487;0,477;0,682;0,354;60,91
1302603;Manaus;0,62;0,61;0,737;0,738;0,826;0,658;12,9
1200336;Mâncio Lima;0,67;0,61;0,625;0,58;0,77;0,546;45,68
4114104;Mandaguaçu;0,51;0,41;0,718;0,717;0,825;0,625;2,34
4114203;Mandaguari;0,5;0,45;0,751;0,732;0,84;0,689;3,54
4114302;Mandirituba;0,57;0,46;0,655;0,677;0,807;0,515;11,37
3528601;Manduri;0,48;0,48;0,739;0,73;0,818;0,675;2,65
4114351;Manfrinópolis;0,58;0,47;0,645;0,642;0,805;0,52;20,57
3139300;Manga;0,58;0,68;0,642;0,624;0,799;0,53;43,56
3302601;Mangaratiba;0,56;0,51;0,753;0,746;0,845;0,676;6,71
4114401;Mangueirinha;0,67;0,57;0,688;0,695;0,811;0,579;16,79
3139409;Manhuaçu;0,59;0,5;0,689;0,692;0,839;0,563;11,28
3139508;Manhumirim;0,54;0,49;0,697;0,679;0,846;0,589;13,53
1302702;Manicoré;0,6;0,6;0,582;0,58;0,747;0,456;47,59
2205904;Manoel Emídio;0,51;0,55;0,573;0,534;0,758;0,466;50,16
4114500;Manoel Ribas;0,59;0,6;0,716;0,725;0,806;0,628;14,73
1200344;Manoel Urbano;0,65;0,59;0,551;0,586;0,767;0,373;38,12
4311759;Manoel Viana;0,55;0,52;0,655;0,686;0,766;0,534;13,93
2920403;Manoel Vitorino;0,49;0,51;0,566;0,538;0,741;0,456;46,92
2920452;Mansidão;0,69;0,55;0,599;0,503;0,752;0,568;55,1
3139607;Mantena;0,68;0,51;0,675;0,666;0,803;0,575;19,7
3203304;Mantenópolis;0,58;0,52;0,657;0,636;0,81;0,551;24,91
4311775;Maquiné;0,54;0,43;0,682;0,695;0,88;0,519;6,45
1302801;Maraã;0,55;0,69;0,498;0,466;0,763;0,348;70,9
1504208;Marabá;0,62;0,58;0,668;0,673;0,785;0,564;23,53
3528700;Marabá Paulista;0,49;0,39;0,677;0,65;0,809;0,591;8,28
2106326;Maracaçumé;0,63;0,47;0,582;0,546;0,719;0,501;41,05
3528809;Maracaí;0,45;0,42;0,771;0,711;0,85;0,758;3,41
4210407;Maracajá;0,66;0,5;0,768;0,752;0,861;0,699;2,51
5005400;Maracaju;0,58;0,54;0,736;0,744;0,873;0,613;7,82
1504307;Maracanã;0,58;0,59;0,57;0,534;0,764;0,454;54,06
2307650;Maracanaú;0,49;0,43;0,686;0,617;0,788;0,665;18,97
2920502;Maracás;0,49;0,51;0,607;0,577;0,747;0,519;39,19
2704500;Maragogi;0,56;0,54;0,574;0,556;0,766;0,443;44,64
2920601;Maragogipe;0,53;0,57;0,621;0,582;0,793;0,518;42,63
2609204;Maraial;0,52;0,54;0,534;0,541;0,698;0,403;49,51
2106359;Marajá do Sena;0,59;0,62;0,452;0,4;0,774;0,299;78,23
2307700;Maranguape;0,54;0,44;0,659;0,587;0,788;0,618;25,4
2106375;Maranhãozinho;0,63;0,51;0,55;0,497;0,719;0,465;54,95
1504406;Marapanim;0,53;0,54;0,609;0,57;0,76;0,521;43,46
3528858;Marapoama;0,41;0,4;0,752;0,736;0,852;0,679;4,11
5212808;Mara Rosa;0,56;0,48;0,691;0,68;0,838;0,579;12,82
